miRNA_ID	TCGA-VD-A8KB-01A	TCGA-WC-A881-01A	TCGA-V4-A9EK-01A	TCGA-YZ-A985-01A	TCGA-V3-A9ZY-01A	TCGA-WC-A882-01A	TCGA-V4-A9ED-01A	TCGA-WC-A87W-01A	TCGA-VD-A8KN-01A	TCGA-V4-A9EV-01A	TCGA-VD-AA8Q-01A	TCGA-V4-A9E8-01A	TCGA-WC-A884-01A	TCGA-V3-A9ZX-01A	TCGA-V4-A9EU-01A	TCGA-VD-A8KL-01A	TCGA-VD-A8KH-01A	TCGA-V4-A9EI-01A	TCGA-WC-A88A-01A	TCGA-V4-A9EH-01A	TCGA-V4-A9F1-01A	TCGA-VD-A8K8-01A	TCGA-VD-A8KM-01A	TCGA-V4-A9E5-01A	TCGA-WC-A880-01A	TCGA-VD-A8KE-01A	TCGA-VD-A8K7-01B	TCGA-V4-A9ET-01A	TCGA-VD-AA8N-01A	TCGA-WC-AA9E-01A	TCGA-V4-A9EM-01A	TCGA-VD-A8K9-01A	TCGA-VD-AA8O-01A	TCGA-V4-A9F3-01A	TCGA-WC-A885-01A	TCGA-VD-AA8M-01A	TCGA-YZ-A984-01A	TCGA-VD-AA8S-01B	TCGA-V4-A9EF-01A	TCGA-YZ-A983-01A	TCGA-V4-A9EJ-01A	TCGA-VD-A8KD-01A	TCGA-WC-A888-01A	TCGA-YZ-A982-01A	TCGA-VD-A8KK-01A	TCGA-V4-A9EW-01A	TCGA-VD-A8KO-01A	TCGA-V4-A9EC-01A	TCGA-V4-A9EQ-01A	TCGA-V4-A9F2-01A	TCGA-VD-AA8R-01A	TCGA-WC-A883-01A	TCGA-V4-A9F8-01A	TCGA-YZ-A980-01A	TCGA-VD-AA8P-01A	TCGA-VD-A8KJ-01A	TCGA-V4-A9EX-01A	TCGA-V4-A9EY-01A	TCGA-V4-A9F4-01A	TCGA-V4-A9EE-01A	TCGA-V4-A9EZ-01A	TCGA-VD-A8KA-01B	TCGA-VD-A8KF-01A	TCGA-VD-A8KG-01A	TCGA-V4-A9F5-01A	TCGA-VD-AA8T-01A	TCGA-WC-A87Y-01A	TCGA-V4-A9F0-01A	TCGA-V4-A9EL-01A	TCGA-V4-A9E7-01A	TCGA-V4-A9ES-01A	TCGA-VD-A8KI-01A	TCGA-V4-A9E9-01A	TCGA-WC-A87U-01A	TCGA-V4-A9EO-01A	TCGA-WC-A87T-01A	TCGA-WC-AA9A-01A	TCGA-V4-A9EA-01A	TCGA-RZ-AB0B-01A	TCGA-V4-A9F7-01A
hsa-mir-151a	12.834021135316416	13.366815222671125	12.530949104840605	12.261509856393964	12.717163156410496	12.322515068939044	12.293330842690585	12.46119763328422	13.57097647726806	12.803354624424028	12.11433666013695	12.290281095720477	12.06066390228635	13.056879206622309	13.119551872698896	12.761765195219523	12.121579510929186	13.171922457923724	12.655842824918677	12.052277176132739	12.658766756333787	12.197860970626937	12.713086148547504	11.627437512508308	12.14023959802763	11.894911632419635	11.712320070202132	13.220220652646107	12.7099901250483	11.691174799891273	12.973354958753792	13.012949518897482	12.53833754818222	12.715827563112178	13.109832363316523	11.947477665124037	12.525760362713354	12.455814674333686	12.639315851119111	11.846116203075395	12.368600877734014	11.657008335977116	12.52105830213499	12.634456771509154	12.856465359570686	11.814282065686243	11.828158583525862	11.611271045902125	12.831613671712939	11.969462301855904	11.33054008276956	12.87180728985267	12.53696596288946	9.75963742868763	13.10895954013739	12.959064241552536	13.631691712664972	12.336557979033357	13.027868285804388	12.6326015811507	12.007362643289996	13.358492148732195	11.571926451244826	13.18322512838408	12.919988221394023	12.45281229432864	12.550421465698939	12.204377625824934	13.59307540894935	12.912374887443606	11.710635738833485	13.326944662538992	12.623970294851093	12.165125466482635	12.457110226773798	12.013332310554254	11.725483233735496	12.330019091017116	12.850861662371987	11.693659928094743
hsa-mir-151b	4.218601633283275	4.865825996206491	4.642512992683086	4.556220261624459	4.284506434112235	2.532953001482663	4.017748061676445	3.968132511239832	4.591613718726402	3.726473985924488	4.766825486937365	3.061453066824414	3.5142694896310456	3.524155722402668	3.963853613831858	4.299468797440393	2.9248391011951007	3.8527743270096333	2.844451137256188	5.151520543972375	2.6060143309798716	2.6625229488000204	3.0460689464124777	3.284906438465663	3.9222703619843426	3.156555019570769	3.5683431143503763	4.989946708620759	2.6952480052928127	4.10470508714604	4.180798789319732	3.9002970542960376	3.616498148238601	2.982446045022326	4.597232593054179	4.013758450870811	3.500134078477413	3.950273273182789	4.248417263238858	4.3874986832417315	3.9298648345516534	3.2303481365145057	4.353705865179316	3.3320943534979754	4.2401565402475985	3.577046757844097	4.181986030311842	3.4757959355907757	3.0404670972174968	3.845343114380949	3.636145479237081	2.8821104743407564	3.415663493095755	2.0534707487159136	3.331402832156133	3.6664451860655825	4.343458919803477	3.8689549742155265	4.706128188406849	3.5658244067971276	4.069424632493926	4.590232466376786	3.211382167718394	4.045117471409625	3.3216333221784513	4.38823673056293	3.392636291841235	4.231408138033375	4.002965295543848	3.4713823216334654	2.820530477558391	3.9908499663028554	4.6996263637896885	4.165014617076353	3.5335627252890576	3.8477135494538603	3.790308820870795	5.054004053669409	2.6531769876361655	3.6167135037777616
hsa-mir-152	8.286016130677146	7.509425152891344	8.003506280552548	5.456404983506997	8.76712687202721	8.669960334093899	7.0164352220185835	8.336774151017178	8.121819479330636	7.073579467751183	6.464970022025134	6.805562290703253	8.601792471375639	7.5923305305394315	7.238231089539249	7.410442345497143	7.429960094626474	7.440054668197993	6.97295308519457	6.6450931310286725	7.115293931487281	6.533186133196382	7.307812892101742	7.280221875666157	7.940557364847133	7.447009097063174	7.656468876425373	9.272028276194918	7.5288716641511435	7.033201844767284	8.33699247317093	8.4780065869136	7.431627898495207	7.622434719954876	8.619065310305007	6.750517271494931	7.235729912297567	9.210768927543242	6.604569195927704	6.78940146522735	8.0744974513396	6.533265154195054	7.71120221498438	7.807888955282048	6.542565425612808	6.6456175536689575	6.414227982278347	7.055765559811447	7.014093914738447	6.859225441887966	7.625315010268392	7.643321449543522	6.334194020950168	5.114111365402251	8.184260589157619	8.526022384349186	7.804001353542947	8.008610160512836	8.965361114775456	7.429115352554732	7.935747215046528	8.597907780352184	6.32703415972141	8.89193632924277	7.47540781523589	7.646787975148694	8.270695272540314	7.1336465305122205	8.169421212547466	6.847367305818822	6.811716326916895	7.690724731975342	8.175521158018602	8.053487995819518	6.0616540816737	7.387841274426892	6.089077225703567	7.244243371596933	7.966021230749042	7.415692728498983
hsa-mir-153-1	0.9286325901392645	0.0	0.0	0.0	0.0	0.0	0.0	0.32491887347654325	0.0	0.15484629448199758	0.0	0.0	0.0	0.44597242783328483	0.0	0.0	0.47287867585817894	0.0	0.0	0.0	0.0	0.35681991507599453	0.0	0.0	0.0	0.4951824543570381	0.0	0.0	0.0	0.4273637367407984	0.3200224794503225	0.16633881705963421	0.0	0.3860505037351538	0.0	0.20167525965076163	0.0	0.0	0.0	0.0	0.0	0.26844756881340004	0.2793952215624829	0.0	0.0	0.5611120077548057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3015396535155274	0.0	0.3343634693672298	0.0	0.0	0.0	0.0	0.6995471907211747	0.0	0.0	0.0	0.0	0.3751206371485641	0.0	0.0	0.0	0.31332596703413773	0.0	0.0	0.0	0.9941271140031284	0.0	0.0	0.0	0.0	0.0
hsa-mir-153-2	3.4513008034559145	2.2153657975969123	0.826552961545249	1.051507837450313	0.5159657111517844	0.3996304951074232	0.6539872641717541	2.9198060939746626	1.8846104236417276	1.7075512945454578	2.533262817740336	0.3999738567190461	0.0	0.7861480113365524	1.257533877528721	0.0	2.1033113110343398	0.0	0.9826975694548122	0.3818536919651827	1.2258912448902768	1.9804991724112646	0.3812645425799834	0.0	0.6690558005893468	3.4183888614999614	1.9321439651453427	1.6360180681566894	0.7065712192782475	2.7040727290352735	1.8005396340454345	1.266265427582045	0.8633731520139727	3.3511099794587853	0.8767357775967949	0.6781900209338101	2.149991909860699	1.794280272638985	0.0	1.463898101397406	0.24193046355849787	2.318450185029941	1.744395783584301	2.0419644998093256	0.0	3.7399082497342784	1.3045665290137016	1.6165576653267915	0.17812182745251173	2.54182257497147	2.042011093445302	1.0760267936523156	1.03648786050993	3.3763738805085572	0.948477503007443	0.0	1.2042052108200663	1.1266696206264544	2.427697343937098	1.814288725403445	1.037441966967432	2.0426362835059306	1.9958531504604218	0.5050199699455487	2.2013776032277215	2.5485443912235937	3.1407161703587114	2.0707544209365634	0.0	1.109722274434262	0.9783970070661685	1.316078530838321	0.9262826145751295	2.133487246320418	1.8659184187510496	0.6699809877218703	2.108491671683564	0.0	0.3312167841354577	1.766030693609519
hsa-mir-1537	1.2358532518469059	0.0	0.826552961545249	0.0	1.6552396146343291	0.0	0.0	0.0	0.0	0.2946719131180431	0.5420856590816625	0.0	0.0	0.0	0.0	0.0	0.2557279208448086	0.0	0.0	0.3818536919651827	0.0	0.6426544437955342	0.5397533891832766	0.32181729165332335	0.6690558005893468	1.3994423770289806	0.2644259352432451	0.27596892090912944	0.0	0.7566381918937799	0.0	0.5137181226844044	0.49532983826751065	0.0	0.0	0.20167525965076163	0.0	0.7699951069954966	0.0	0.6655528594653943	0.24193046355849787	0.5957681144409122	0.7146262290001121	0.0	0.0	0.5611120077548057	0.5753433144092963	0.0	0.0	0.5245421538187955	0.3332508289587276	0.3528217898416456	0.0	0.18523352309067656	0.3015396535155274	0.0	0.6056280246679596	0.373937695621372	0.7432116190605587	0.25532548415426015	0.433880300803781	0.272618066093066	1.157409836506013	0.0	0.0	0.8547186094073795	0.13616906963074088	0.0	0.0	0.0	0.0	0.0	0.0	0.8851385617041018	0.0	0.0	0.0	0.0	0.3312167841354577	0.45355550625432073
hsa-mir-1538	0.42094261134168637	0.733392522714156	0.826552961545249	1.2811106680059312	0.5159657111517844	0.3996304951074232	0.6539872641717541	0.32491887347654325	1.2303665833265591	1.2385643250544005	0.296355203674983	1.1877272142191269	0.605312266861612	0.44597242783328483	0.9465399851351078	0.9293410793527241	0.0	0.5198427911052965	1.5618456819707656	1.3306002748656178	1.0504661738001648	0.35681991507599453	0.9316437274846028	0.32181729165332335	1.46993545413681	0.3482312859355729	1.0041720066843423	1.3078056167912926	0.8817131650938184	0.0	1.8998929318368056	0.31546653079251596	2.290309974618482	1.1552596175361565	1.72228851834349	0.6781900209338101	1.1701006789418122	0.0	1.1739358838747822	0.0	0.7910188593669492	0.4946941375830463	1.5475352136312694	0.647931524067337	0.9336209790650658	0.30766516606086053	0.9855470621182217	1.023760650698032	1.2104537032149199	1.3417967901788603	0.8315108473899955	0.1871697723391949	0.7055241276104135	0.2696340444598819	1.2598762585102055	0.7384781880472404	1.6260017059973364	1.1266696206264544	1.3312878808186066	0.47218516368770275	0.433880300803781	0.6995471907211747	0.6110647051685838	1.1746799741072664	1.4852160752518344	0.8547186094073795	0.9190295787690946	0.43901029416176535	1.013770240089031	0.4123685709856979	0.570596993427038	0.5116512109529718	1.7008533793783795	0.0	0.41210404467756917	1.1257192016074835	0.4998331339215039	0.0	0.9284711423219758	1.0760336368197776
hsa-mir-1539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2946719131180431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.901183948719712	0.0	0.0	0.34232717310664745	0.0	0.0	0.0	0.0	0.0	0.2644259352432451	0.0	0.0	0.0	0.5817860390971221	0.0	0.2688200189149081	0.0	0.2738786811399183	0.0	0.3923921661856376	0.0	0.8777513161931217	0.0	0.0	0.14045802125744253	0.2793952215624829	0.36003833393368206	0.0	0.30766516606086053	0.0	0.4990524257753431	0.17812182745251173	0.0	0.0	0.0	0.0	0.0	0.3015396535155274	0.0	0.0	0.0	0.0	0.0	0.0	0.272618066093066	0.0	0.0	0.0	0.0	0.0	0.7751323164739223	0.0	0.0	0.31332596703413773	0.0	0.5362379513217426	0.0	0.0	0.2594436415391733	0.0	0.0	0.0	0.0
hsa-mir-154	0.15436803949390515	0.0	0.47167859557758657	0.0	0.0	0.7122347864127794	1.1023369742093951	0.32491887347654325	0.0	0.6475585841500806	0.5420856590816625	0.7127876868400616	1.850616224821622	1.9626815337904253	0.5495430063952393	1.1413510402540568	0.8284301102053693	0.901183948719712	0.0	0.0	0.0	0.0	0.20318987787481188	0.5847787858558549	0.0	0.3482312859355729	0.0	0.0	1.037875570974132	0.0	0.0	0.16633881705963421	0.49532983826751065	0.3860505037351538	0.0	0.20167525965076163	1.8075807891994398	0.7699951069954966	0.0	0.0	0.24193046355849787	0.26844756881340004	1.744395783584301	0.36003833393368206	0.3822300900335188	0.30766516606086053	0.0	0.2709977047298029	0.17812182745251173	0.7291959951151255	0.0	0.5013963413862628	0.7055241276104135	1.8492098633395526	0.7633061837663997	0.4159825156272064	0.0	0.0	1.1238793738207107	0.0	1.037441966967432	0.5018182088603824	0.6110647051685838	0.0	0.6779492708221311	0.0	2.1261155059479413	0.0	0.3274516855775643	0.0	0.0	0.0	0.29289127212258265	0.0	0.0	0.0	0.8703449902855507	0.0	1.488779770102555	0.0
hsa-mir-155	7.307699970414264	7.060791232866128	7.837810700806996	7.977340423823372	5.894171363882565	9.093133500473085	7.96853655889295	8.578049457496329	8.060088288640754	10.911659813623414	6.483471810661196	8.583991864177683	7.903349631049601	11.51043366588307	8.371119296382467	6.915079515789919	8.797414836332099	10.926731662187372	8.111665592446577	7.402356409472637	8.46744259377333	10.194167569192786	11.556174127178958	7.698154879590822	5.395938367602526	5.029802473901164	7.0328543244581665	5.321901044101744	8.32626225064751	7.408876727403366	9.624364772237655	6.413826761852494	8.89910096762976	10.076068692841844	7.205029075889871	5.835728999200102	6.265927019286032	6.489659318238275	9.826584462063874	5.73253084743632	7.927531533464021	10.7759833235039	10.476749370778158	6.200961989071672	9.439766639517384	9.994063706117414	4.9718640150717075	7.755654217711104	9.055362570646166	8.78179998965194	4.428148891401207	8.895273125407998	9.068552410023656	6.563341308698792	9.901127694883531	8.735088223805905	8.55281617191228	6.193692333857175	6.427600893393315	10.0880962428834	7.1784481342173025	8.344569301574001	7.277728190629369	7.331924298067615	9.89403595025495	8.127378670693338	10.029790296055209	9.470662843245677	10.576214050938082	7.920075051064971	8.121527073115116	8.291111783657726	8.406481806206939	6.911916979372967	6.522335693121343	5.557717455752034	9.716857066919117	9.38508537239034	8.328798150210156	5.050446278434612
hsa-mir-1587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-mir-15a	7.815618034102192	6.239096512917394	6.305929475070149	6.515130894321634	7.127986059299635	6.701714386309349	7.057388967173195	8.1505489639563	7.559030970467606	8.856081456968548	8.551554545376646	7.016056497857314	7.656093716931776	6.947601757678251	9.218189399580462	8.060130570847347	8.12767867789264	7.32766912381156	8.004237666174848	6.423646875512275	8.190310072515722	9.44361887140225	8.45521376493608	6.829175142676929	7.065591967145715	8.939277080575472	7.496929773965278	7.29071361613499	8.589494300841862	7.426332400415618	5.160640461466904	7.519283225025671	8.319661988180044	8.340853720416535	5.751963136272221	8.537533246509355	7.002425384715762	8.03604490742305	7.012780201870658	6.9416293339692094	6.393540069497147	8.816412766096354	7.885586016673525	8.07683394587774	7.941384092226808	7.038907601281939	8.328588677164468	7.9882892943949715	9.733397537768465	9.085276709430671	7.370553373776109	9.561932936758147	8.528024172424582	5.040951329266444	8.676653580648155	6.789468776030575	7.495411559803006	6.478547457664862	6.946176141585057	8.433835895470077	7.383337239716544	7.372732552388875	9.103309981152872	6.106455047684286	8.790510470297527	9.036494105318548	8.216035892120974	8.266535349369029	8.004582446048543	8.264676907715161	8.747728810954186	6.477612929349848	4.842298292300817	7.933665895850654	8.54795665224145	8.840696192684604	8.745263965529775	4.726652176621849	8.731807862273637	8.744085523690673
hsa-mir-15b	8.786080310110526	9.095229098614626	9.028736611569867	8.98163603303147	9.226561399239628	9.485624932550154	8.620470729968646	10.340748394098213	8.761713941983674	8.818196624431538	8.775275948266833	9.570639906094206	9.185086003143931	8.330637931601297	9.156234901521216	8.930358707556692	8.4298332935215	8.359829114964967	9.662194677263525	9.61803271101205	8.518906477368327	8.129573268292814	9.344579349670296	9.699454369548054	8.62406867715057	8.46421512393696	9.743370988579622	9.262651258845459	9.02007828244828	9.735129171808712	9.325296070232337	8.132421044373293	8.944191100651917	9.427124803770402	8.946997273924648	9.286641918289208	10.044709895660189	9.546992365025885	9.160328757482041	8.380944331351625	9.791654290023185	7.979246916085405	8.03997540670348	9.404329993500893	9.377963169185806	8.944880592528754	9.709918228025666	9.44837449476863	9.69021819266295	8.90303898434804	8.522178983779229	10.25058686766812	9.413152152564678	6.708368182452707	9.404476014488832	9.386756624567605	8.857845555773324	9.347956572977118	9.06719865649503	8.70744401044319	9.23368162264591	9.64521540298084	7.516675826327278	9.178457595902827	9.639013665534616	9.535874925134191	8.483936309802717	8.830341781599103	8.87127222837088	10.015596862322667	9.584055916035856	8.266393929020092	9.42764756922273	9.142268737331795	8.80096800257609	9.266530765196455	9.333741555884021	9.987012925752827	8.826701887826328	9.713493380397098
hsa-mir-16-1	8.483751068119584	7.721280225319524	7.805754195040991	7.6553082823237935	7.740292026222247	7.025293216347604	7.907817145419834	8.807649243685809	8.293621111199343	8.211859965868118	8.334323916197917	6.877886917582734	7.666002757211054	6.9769377122925835	8.744576271585338	7.894541284926546	7.964758798896088	7.801579035917842	8.143556209667725	7.480318091000794	7.57239248187617	9.057277804579744	8.356814977489957	7.777527203470669	7.153916238997527	7.8644918459675575	8.608967402014198	8.095782753678224	7.907352622850668	8.078250882724065	6.906408041625913	7.7813269639755225	8.88479446198105	7.580268269614873	7.762626497083039	8.290333536762681	7.556341390279395	8.297677996413091	7.7648461924467265	7.073049751373177	7.3974866361458	9.121172013486229	8.373179046034938	7.986199072217707	8.60696350814943	8.017618470420077	8.403574040927856	8.23482473436834	8.538539079281486	8.248907439646578	7.748969997874552	9.22145778764449	8.873464470059977	5.2239589041700105	8.78857693022946	7.479490305724489	7.8090437798955135	6.752407810781174	8.154209218954719	8.213483529291203	7.748364285255728	7.979968918148543	8.813720202399566	6.792013990363167	8.665009269686916	8.989847408022678	7.456191312551754	8.843806014143656	8.045505713787314	7.980857741005021	8.399536652749545	6.5350313499773165	7.235411004939959	8.29436821840263	8.016180868586268	7.997440729071919	9.978421922702909	6.834743875268121	7.825368649456171	7.598665651132316
hsa-mir-16-2	8.526794962287358	7.828192406985328	7.707746902621142	7.6032006463534705	7.7373882013344035	7.0463480081076115	8.00764135693423	8.763050749354731	8.21409652055737	8.089374434053546	8.427090209788146	6.858157726881747	7.652360203381387	6.972783210140681	8.720200715093002	7.868722769289004	8.089154681758096	7.859315964664221	8.366168384150914	7.725162735768278	7.578469262832837	9.05233005985104	8.322465268027905	7.710256624261156	7.268767312138407	7.887128395819636	8.538130963071195	8.111263127885142	7.996917586843585	8.2284307409239	6.8762267085213	7.8110713183235765	8.924257232273776	7.606624441267335	7.7955792296536774	8.397561548603223	7.664761802226178	8.333604095111841	7.767621199840739	7.233378242393349	7.47355748733126	9.06993819510961	8.465900234792205	8.097883977973938	8.728532609211127	8.125931280526032	8.384661190263891	8.293012092800929	8.525221527476385	8.398875251177998	7.82698641540578	9.250622758040599	8.958233019389272	5.386343270595135	8.828959734512805	7.560902591965274	7.805684119160284	6.848142896900638	8.228212549510292	8.259782180629497	7.819554887383997	8.098568897305018	8.91386864758243	6.961705044738584	8.716321332670734	9.076648395036921	7.497869691937761	8.850491300138412	8.062105695908837	8.065258265715151	8.403676017651005	6.403376278329651	7.337323547675766	8.282644666500982	7.9424735521585115	7.947651623416883	10.048348316846981	7.0701541408432975	7.889579288834789	7.562471580799484
hsa-mir-17	12.060787670261709	11.614478018992507	10.758194532131535	11.743862438898347	11.3493272638237	10.891103441995513	10.767152913153643	11.273746741950609	10.570316574456038	10.949678739404797	11.259713968799804	11.052548106969603	10.63129055659047	11.277245824106027	11.038912763199509	11.272423476497803	10.807992809677343	11.449131024884087	11.514178868858723	10.769387497152996	10.735790686885824	11.636298559088658	10.113460798757831	10.983866285166588	10.716805652366409	11.716522175947407	11.232089423610727	11.70169784582267	11.838554632871517	12.114764771982946	11.1256818700997	12.305306210319053	10.69238052725085	11.07005715380205	10.688813983239854	11.31180846993421	10.95528463207156	10.901332847697843	11.676094407389101	10.873128809976212	9.996083772856187	10.999891993185875	10.428575730625841	12.069058533229866	11.152002294890583	10.976265065056024	11.803845260595747	11.726338897805238	11.929384810189356	11.585931079545485	10.617714929174436	11.569011310221333	11.706410522680372	7.930167330868736	11.812633168045899	11.192777322654184	11.477641107464084	10.418153219021626	11.723926531551768	11.22681252605788	11.359502295899077	11.28560882504805	11.541619603520314	10.643126222355274	11.463197034407491	11.189625003556628	10.370795498100327	10.94398682901071	10.692063035504807	11.40442315682354	10.935734596134392	10.895468844669127	10.897837655752747	11.183808455420664	11.830975986510609	11.513410152826404	11.676868105188094	11.207678894319338	11.36882144863918	11.852553633576008
hsa-mir-181a-1	11.993974638314306	12.414168428547399	11.50714686145778	12.016595731786566	13.391845994402166	11.885986488669465	12.061933444193603	13.501977406677597	11.40951465996579	11.122174330477604	13.181587679863805	11.881430286603125	13.639578796098414	11.72523751824912	10.837802882842185	11.093112327158	11.544043176369575	10.366047243157094	10.88182884774873	11.770976988177438	11.008694561190275	10.165021672919721	11.36748412671916	13.128851388517907	13.781132350950543	13.163493050043526	13.257030128435375	12.329694360906847	11.165655211694824	12.267139031346213	12.373817892172688	11.509505074879266	9.732337797802627	11.847282134848886	12.763438430538	13.710024173023758	12.125790016408345	12.894166055006224	11.173946958745915	13.042856320598375	12.30594697522784	10.171572508536535	11.232442091345096	12.178354327273992	11.218160694152953	13.095285564031268	12.226866951191973	13.541188383932587	10.409579838320791	11.1228252200431	11.175960549773185	11.090598435354513	11.81907296778276	11.335710688433087	11.063452496712005	12.32071876893512	10.861995693648494	12.096065684222038	13.658387141158542	12.244467122084421	12.954658173184882	12.952292276438566	9.99198505537944	12.193033528341402	10.440853287498921	11.376250737637838	11.988696771422482	11.564046067246984	11.406507639824982	10.67769621042743	12.915703925025229	11.72046831186741	12.877382972771773	13.105834553990423	10.795054291464353	13.68227031818655	10.299827044475313	13.729205283681956	10.85981117732475	13.455375624531442
hsa-mir-181a-2	13.335946093503598	13.565881634972547	13.204586288494122	13.275010217480608	13.881564528363777	12.760868475460386	13.67338921458157	14.273660039672698	12.719820422968423	11.436973959174479	14.001257373943695	12.87628212212252	14.203349505021528	12.72402065724068	11.857555718299164	11.77009001558942	12.521656443420275	12.096637870736679	11.801507736807945	12.436092587411549	12.448420028385195	11.12714160127929	11.782447052691396	14.128992227107993	14.661412096891862	13.985597504781536	14.23950823604361	13.514264474144767	11.860214101235707	13.303119995360689	13.294765917083657	12.351126573638807	10.698617190097922	12.780733630022763	13.943626760801878	14.195191778954154	13.32176856302175	14.315012829492844	12.47086244414933	14.599265107179967	13.601020117156597	10.670321670587176	12.135280178254895	12.978347450527762	12.376887693152886	14.239037378149847	13.453127477499422	14.009668530119734	11.019479041648237	12.900417780580916	12.807283367801881	11.660877687799388	12.761320166039656	12.518455877241315	12.250831260577746	13.88527420584908	12.463530839840905	13.094144582008763	14.725304144084527	13.432772361255585	13.487601688525379	13.66237194655177	11.736828634062189	13.520062550831621	11.701542209825881	12.866866307469905	12.78925757985128	13.419213148508385	12.128148543472614	11.434226123561162	14.118702526990592	12.640602054407731	14.093691091428884	14.501521753904328	11.840372113265547	14.332957982699632	12.083974012780608	14.945770995766562	11.698853660741772	14.241119054384358
hsa-mir-181b-1	10.129216961897972	10.30884736200749	8.674561254223988	10.19522780762803	10.736559201875059	10.121463561770279	9.950059887740386	10.971261057670054	9.9319468494888	8.092970945164502	10.251962756378868	9.574272178295885	11.815913844220782	9.473655327459717	8.224528296862461	10.271951679095416	9.583915204980038	8.748283572124343	8.555239325945344	9.424218907377652	8.62350759521538	8.128850339351505	8.989432433780891	10.735638378716946	12.240922645713352	10.794560236670057	11.04807013514423	10.121064701268232	8.592646447702581	9.56956758727977	10.396661369463938	9.735104275412535	7.113068744273467	9.453880374114558	10.93528527237398	11.51791116690784	9.752278122073239	10.530805636211282	9.820584025165129	10.868612913640108	10.81823260830935	7.856040889407528	9.13971111691212	10.176110085621149	9.350068688866774	10.709658553422196	10.19497341352863	10.575754929692014	8.33107673958174	8.99888932011742	9.439909526894128	9.21609113588041	10.491141470818555	8.98861072403582	9.36687500589992	10.345849832122939	9.020286598320476	10.345209351804474	11.063363952447625	10.514433701294092	10.196699647444799	10.620304442497922	8.065319915893946	10.451743846081078	8.308922539153807	9.954742139211458	9.427795704699973	9.437004970622741	8.829057781651198	8.669386309890596	10.30079606310067	10.106497870486859	10.776454358511181	10.624273959386892	9.725209032211806	11.618935171719505	8.478442560746565	11.255333502307659	8.459879063408852	11.147603905348834
hsa-mir-181b-2	10.187383918547964	10.251585751934229	8.732111508060836	10.20137479843935	10.647717061222219	10.16983385455064	10.01547186557447	10.922714189629895	9.96146790378618	8.073078257182493	10.23459174842501	9.610100610150567	11.829960840575996	9.50994669658908	8.299684867073687	10.293251265224406	9.681866367580321	8.796935784450692	8.632974276096178	9.451948140703381	8.68581667475372	8.190427805357816	8.966062216171718	10.783878234167496	12.26302792290798	10.812957956570461	11.04450215349881	10.123247814906884	8.50753079709054	9.625423296328206	10.368480354165976	9.75625678460443	7.243592494780771	9.404443095697898	10.950605881664607	11.517542062217748	9.83360116344861	10.582980288312886	9.862721265423485	10.974535760344644	10.793959043768458	7.864927715995944	9.077161898474262	10.191929161402356	9.426471548537183	10.712931267246468	10.262141322193617	10.580240598248931	8.354434969583698	8.976459309066188	9.509968577662246	9.207665570724481	10.519521536336995	9.03776285338591	9.385045832790965	10.364256536792876	9.026793919025835	10.334669980839086	11.0669939650026	10.567118212736194	10.20143636406703	10.624302250359912	8.186924863339447	10.523337793622314	8.342637129381615	9.982291534197651	9.427588348482944	9.50143102400499	8.864978851841162	8.701846287619876	10.337230921028478	10.151738313616487	10.823446838469598	10.60675047706066	9.748685960672573	11.666229005173097	8.566160032393702	11.30189244957302	8.483996630721723	11.186769004518062
