miRNA_ID	TCGA-UD-AAC7-01A	TCGA-LK-A4NZ-01A	TCGA-TS-A8AV-01A	TCGA-UT-A88C-01B	TCGA-MQ-A4LC-01A	TCGA-3U-A98J-01A	TCGA-SH-A7BC-01A	TCGA-ZN-A9VU-01A	TCGA-YS-A95C-01A	TCGA-ZN-A9VV-01A	TCGA-MQ-A4LV-01A	TCGA-YS-AA4M-01A	TCGA-MQ-A6BQ-01A	TCGA-ZN-A9VW-01A	TCGA-UT-A88E-01B	TCGA-TS-A7OZ-01A	TCGA-LK-A4O6-01A	TCGA-SC-A6LN-01A	TCGA-NQ-A57I-01A	TCGA-SH-A7BD-01A	TCGA-TS-A7PB-01A	TCGA-SC-A6LR-01A	TCGA-3U-A98I-01A	TCGA-SH-A9CT-01A	TCGA-LK-A4O0-01A	TCGA-3H-AB3X-01A	TCGA-3H-AB3K-01A	TCGA-LK-A4NW-01A	TCGA-3H-AB3M-01A	TCGA-SC-AA5Z-01A	TCGA-ZN-A9VQ-01A	TCGA-UT-A97Y-01A	TCGA-LK-A4NY-01A	TCGA-TS-A7OU-01B	TCGA-MQ-A4KX-01A	TCGA-TS-A7OY-01A	TCGA-SH-A9CU-01A	TCGA-TS-A8AF-01A	TCGA-3U-A98E-01A	TCGA-ZN-A9VO-01A	TCGA-MQ-A6BN-01A	TCGA-YS-A95B-01A	TCGA-MQ-A6BL-01A	TCGA-3H-AB3O-01A	TCGA-XT-AASU-01A	TCGA-LK-A4O2-01A	TCGA-SC-A6LM-01A	TCGA-3U-A98G-01A	TCGA-3H-AB3U-01A	TCGA-MQ-A4LP-01A	TCGA-MQ-A4LI-01A	TCGA-3H-AB3T-01A	TCGA-TS-A8AY-01A	TCGA-UD-AABY-01A	TCGA-TS-A7P6-01A	TCGA-MQ-A6BS-01A	TCGA-UT-A88D-01B	TCGA-SC-A6LQ-01A	TCGA-TS-A8AI-01A	TCGA-3U-A98D-01A	TCGA-TS-A7P1-01A	TCGA-MQ-A6BR-01A	TCGA-SC-A6LP-01A	TCGA-UD-AABZ-01A	TCGA-TS-A7P3-01A	TCGA-LK-A4O5-01A	TCGA-ZN-A9VP-01A	TCGA-LK-A4O4-01A	TCGA-UD-AAC5-01A	TCGA-ZN-A9VS-01A	TCGA-MQ-A4LJ-01A	TCGA-UT-A88G-01B	TCGA-3U-A98H-01A	TCGA-TS-A8AS-01A	TCGA-UD-AAC6-01A	TCGA-3H-AB3L-01A	TCGA-3U-A98F-01A	TCGA-TS-A7P8-01A	TCGA-NQ-A638-01A	TCGA-SH-A7BH-01A	TCGA-UD-AAC1-01A	TCGA-TS-A7P7-01A	TCGA-LK-A4O7-01A	TCGA-3H-AB3S-01A	TCGA-MQ-A4LM-01A	TCGA-UD-AAC4-01A	TCGA-TS-A7P0-01A
hsa-let-7a-1	12.777590916689997	14.157085501604541	12.926192250824418	13.71428209564028	14.080570144812171	13.229227474167166	13.18179061659009	12.891230962569928	13.553668696566639	13.877591163744437	13.600178509374897	13.071530955980124	13.73744082317969	13.127365493327881	12.754985745473999	13.280380087259307	14.378840081300963	13.60212577385381	13.457815091095796	13.492327267699201	14.043153772405327	13.990384388467405	13.01939691452216	12.70802273111342	13.9674787569232	13.284443460847454	13.252997245486242	14.578798019474547	13.154287745060728	13.321683459990366	13.815830992807427	13.174041013826033	14.805410434303951	13.51288469337526	14.571382601231798	13.674044493376895	13.670609621656103	13.637686405453234	13.408546194072558	13.022571999576552	14.435349655092075	12.777415682178056	13.879457577379913	12.607006253830813	12.748407435146422	13.380162140693125	13.905084445954886	13.495400596555399	14.150801676877805	13.781312791359627	13.862162064380895	12.334799090932782	13.8656527326272	13.629928279571198	14.452433212228089	14.20130905314039	13.60173847559932	14.556732601075383	12.862372345704715	13.493949962179496	12.67695675016429	14.621736894294454	14.541673627765578	13.377144764910732	13.713554296027018	13.8016853634068	13.187443043792491	14.420653933049081	13.107153039536101	13.129221466332787	13.72062003610568	13.947121411458225	13.062506636007003	13.887755990778773	13.198106376622999	12.573031379822773	13.62549067076207	13.38816230793565	13.319276407849648	16.146134136262674	13.807735858780026	13.501438218468854	13.999619582033507	13.122622873631007	13.132972590053543	12.517283520665348	13.581073670973355
hsa-let-7a-2	12.778977029723219	14.156388705836978	12.92210640962257	13.717952613401046	14.076731664907019	13.225163664435845	13.173500541496336	12.8852285936219	13.546927820016563	13.870589924946664	13.588719404548046	13.065400636056408	13.722854560127182	13.107146916135726	12.763561641633737	13.282066529866656	14.373382304927246	13.609345389349425	13.474174617158095	13.483233895678437	14.046119971954317	13.992056694664324	13.02105282232213	12.70117362348813	13.960468515224688	13.278140515328188	13.244781924467823	14.589796863583913	13.159641982845404	13.310153754974365	13.830473910230562	13.180638086161993	14.803233057323467	13.531191815293347	14.567760106187205	13.66270195594531	13.660887441171472	13.64096841719554	13.402325785379592	13.031530445352894	14.428751413120365	12.789513693867894	13.867110816318085	12.598688368397152	12.745311127706145	13.379269938426148	13.908326189780688	13.498849431360824	14.14550461563141	13.790093314097561	13.849486837471703	12.334406039271068	13.86477191857011	13.641037869253688	14.44745421995591	14.196399237493418	13.594434645351615	14.546935272222454	12.854024061491268	13.494285959311762	12.684303368987116	14.624064440805897	14.538015551433704	13.360185886939506	13.710941590828178	13.80145426430595	13.18641566645459	14.41497080256796	13.112889281553436	13.127412399628147	13.707514022791637	13.957199107343978	13.056847750633443	13.886519320297566	13.182614693346384	12.571973582155428	13.628535600958854	13.394806899768657	13.321719492731942	16.138903504994047	13.80359337974234	13.501078910983844	14.00346238871423	13.11616416667495	13.120591488882807	12.526283645265337	13.58248381518119
hsa-let-7a-3	12.76539322324579	14.165882574712949	12.93668720343682	13.708273235185949	14.078870812377918	13.216613766901068	13.181622478617445	12.877690342629402	13.562450081863224	13.899142882198266	13.618722752570973	13.076204051125584	13.729926295011158	13.131778911846197	12.767788343713844	13.299767992394479	14.378364430533003	13.614890225728445	13.468990821612978	13.496050031058756	14.047668501265349	13.99162284722491	13.031322060942088	12.712709000027871	13.953945749529288	13.276601707409174	13.246110144476368	14.587794341344635	13.160042750671323	13.327273823199977	13.823376724122673	13.194561949405974	14.804432679073454	13.5138990709625	14.572792027057023	13.663464536139037	13.677721458330256	13.652377422834975	13.394818302439553	13.038947033290242	14.425533001213328	12.790689721182861	13.87889314861155	12.608373680226975	12.762856153560888	13.389262506760113	13.922035638127213	13.526968594350498	14.149666249640942	13.804081583017936	13.853243960125297	12.333338644255033	13.871106615921732	13.64147205897362	14.447473830290232	14.201452154654355	13.589121833005036	14.556870636002483	12.8625608053309	13.497524316732877	12.677284622663327	14.625275689041404	14.54336569378525	13.370530543604138	13.710333306236647	13.804371798229024	13.19767677663264	14.422832355405713	13.119221772365167	13.133518726583244	13.71943136826656	13.964942916061137	13.052213074270176	13.889893880044959	13.191341484170316	12.574465723019994	13.636684871173834	13.416158424534409	13.340471391614269	16.14468812404078	13.799176997544102	13.503135552732298	13.997917112623265	13.12386460820704	13.13052788426908	12.528341349777667	13.595032860965933
hsa-let-7b	12.662098941069646	14.385453774615145	13.264114689989867	13.502866200399826	14.072760982202107	12.43899132385871	12.913498468846127	12.445717244311565	12.461896846313305	14.483767299579236	13.115774057419388	13.116741305799094	13.144706467803557	12.388939870735147	12.831524281617687	13.652701662022572	14.336148055762663	13.92067668949505	13.203878241417787	12.998850284478292	13.292074010885663	13.679456401395342	13.043964114570073	12.238723200601225	13.543532908269704	12.851838141087336	13.21412797351176	13.978645422245568	13.252016523575055	13.414828815396458	12.93545124108036	13.559138751888995	13.716991331640383	14.221090918763641	14.148208952440992	13.337078382865025	12.32065076730931	13.589525165229803	13.369721214677373	13.814015101046671	13.648762950899778	12.853622894817702	14.121129838925636	12.635704990703628	12.467947479991228	12.719909938689634	13.729745634499864	13.595193285220622	13.848674430383992	13.48323333013445	12.95590559039848	12.275488890790466	13.596278998937402	14.075246827800493	13.708735163292515	13.813105432115846	13.56343695205259	13.738596750509688	13.00187865583044	13.445113038027873	12.487492613432778	14.189089225983953	14.261037559323016	13.234271891234355	13.924738353371922	13.283498694363425	13.178893565702007	14.293186175838226	13.084978159673687	11.698316718882827	13.468191634770704	12.747267671406808	13.150337557658558	14.500181404497809	12.455097782209158	12.844335973269526	14.127929351500578	13.157163128948861	13.960077999091926	16.001006665873447	13.703676358870013	13.066061011031028	13.920532326904262	13.289599506781721	12.74649835903192	12.111670799096954	13.417552166561048
hsa-let-7c	10.114239242492225	11.918452637844501	10.174604548523146	12.62628439689186	11.214223741297406	11.523734641806556	11.378097692905722	8.744131898195754	11.747877565724748	12.939376296079416	9.334201870693905	11.121979880160616	10.259849297879578	8.499984598332558	13.167797702208881	12.362917969073353	12.285928821743513	12.06283107752124	9.798680862517504	11.709058203624256	11.801894328101746	12.74621101133033	10.500493679085075	10.470167185085216	9.703409843357406	10.825840027958643	9.232106114281747	12.661216420739924	11.371076379154207	10.690449417168734	9.28106246424696	9.788394088672637	11.64459027254192	12.522174172546446	12.494922128390039	11.448918850026807	12.037534901025241	10.315371651120275	9.460246629941212	12.791433221793286	9.9078072001846	11.004124328632335	10.820701572598193	10.594305542680619	9.646773059093418	9.71567948942776	13.006993764679576	10.392353300784308	11.558660614559	11.704271687893767	12.018224416095002	7.504029425796967	12.122635643564575	11.207585699165495	12.069826690237425	12.491686580927658	10.441254327185758	11.36804163148298	9.564539363275857	10.69093440793144	8.149888227482336	11.781685340587751	8.26856971007123	10.037467713373847	11.38940325765578	11.69098355300752	10.15088858380518	11.233007897689543	9.885258178920692	7.556218513949368	12.278545784809547	12.67207880889847	11.082542717612826	12.867865111977308	9.391668231424704	8.930160460555314	14.97191556166911	11.650995503931673	11.865984200263984	10.322831177092553	9.517683844534881	10.701245983608077	12.456978591198416	9.55767548172652	9.603469481387407	8.69060093035416	11.310119292723689
hsa-let-7d	8.32127518176193	9.9175874113768	8.342827487225886	9.047109836905278	9.906231173870559	8.835343270711185	9.575513871817865	9.145830167997834	9.138908427130879	9.511771264413369	8.915762181239325	8.554468289517418	9.250992630164797	9.454982477759748	7.870326777437977	9.235185871127964	9.429498987352293	9.662552325124647	9.251057528221164	9.510692403178997	9.465359466279873	9.047805529474278	8.96041379747004	8.946322597220624	9.354694626571263	8.599592985782579	9.675093369116365	10.149946284030834	8.777363680125925	8.230271685414985	9.52057353498564	8.95723784879754	9.07596204659311	9.26397567794417	10.079687550898491	9.8649881158806	8.524723011135737	8.897268220182571	9.676257792923623	8.71342184034047	9.940275637247593	9.240598458366051	9.17459216174864	8.131997041810802	7.645871978696345	9.737468103271533	9.85601023414541	8.625933086188535	8.908538270074507	10.681275271198752	9.19478105505929	7.721626599033208	9.278520864049918	8.565633650202576	8.928991978190178	9.185578031953717	8.805957423570169	9.178624925518095	8.824515884484123	9.035430364487155	8.56103360740606	9.26106538781438	9.522722092530527	8.925097268250651	9.753558191176868	9.962030349831156	9.130525860445124	9.801883149623201	8.87170485080059	9.015704791725529	9.453261794646595	8.751202987090515	7.4351930697557505	9.062006154675071	8.703727097176026	8.86057921450952	10.24422276047926	8.793476219723594	8.829125240506766	9.248087458644001	9.076593819075933	8.81355792169289	9.483915948404798	9.176765180985255	8.806098644461887	7.9920797805546435	8.86515345072376
hsa-let-7e	10.791292533141183	11.656577779506973	10.002696303356547	10.730566167038731	12.20629072482665	10.697008940547558	10.699920569253134	9.659304138913198	11.166553459641838	11.399260873259076	12.26573651049233	10.033701151931114	10.877096934573219	10.450574547108928	10.917761785747619	11.01345376845487	11.966859757657929	11.667455612202685	11.348351852173552	10.857318753401673	11.631864990336233	11.235920308396475	10.4283617609243	10.932172727879546	11.67198659652077	10.41091715867322	10.869210348453878	12.6273531851784	10.835965257217559	10.296413146148348	11.298604155066815	10.684412147508905	12.673265720731614	10.535014310749618	11.872995741514249	11.146636542541183	11.590205277923138	10.955957560313623	10.403700530908125	10.66369581898495	12.357707859770258	10.919956205664294	11.341169839531164	9.68853296922811	10.087345720952893	11.455831307391424	11.419307160027039	11.471796265651102	11.348426285181654	12.823490594553725	11.913060288456553	9.964220591979736	10.459739017231534	10.432716418351298	11.963660941175512	11.20823263271451	10.637040103099144	12.499728220192186	10.468725975851989	11.267136773293897	10.607806620415424	12.13608026430182	12.829904929821412	11.185585684156631	11.853030161764549	11.67253849715808	11.896755748942025	11.139129965079409	9.989281708333444	10.787542232319277	10.853364095263807	12.281519443288738	10.513573269655721	10.890772513257717	11.175680948410326	10.355928434447357	11.844005232207955	11.075174990895357	11.047547957813704	11.86820968811827	10.922161530012712	10.79333403905658	11.743004669027046	10.508253513675138	11.185311818547149	10.037653983962551	11.692031373531346
hsa-let-7f-1	11.980716909367217	13.182287042762159	12.212558440112842	12.649623990238924	13.021675685406334	12.425558047430563	12.402082725428347	12.00873448581568	13.173653831750075	12.379690655896066	13.276591572013396	12.159209807507745	13.232371594826803	12.44076136572127	11.817684138309295	12.264750162631909	13.516524771602057	12.584139255558323	12.25786684547217	12.319458271277782	13.565593602477946	13.310624987290733	12.089821518531648	11.844932833722986	13.318732218354292	12.483036396608005	12.119121659400106	13.832286885086301	12.25131205100185	12.52922961729404	12.853991809088656	12.236767364694167	14.162061890177169	12.462282135917082	14.040975690937723	13.082174251198003	12.116976113066396	12.366278904054544	12.11078061203856	11.897400722085782	13.585431223439763	11.67140898817124	13.102407728198886	12.356295090340705	11.865271166420404	13.058595743116314	13.171577329536136	12.73657264464104	12.88130311133527	13.175936983855744	13.304160225361587	11.460992975480254	12.96111701064938	11.825169568958911	13.958903016437372	12.971794085144854	12.23608568158958	14.044369704851313	11.93705600383309	12.58028727717525	12.029448904676439	13.904435983430243	13.901760341631665	12.89390776527534	12.705606464187937	12.965009878007226	12.293779119047297	13.551546133019931	11.909948636582397	12.604089435797611	12.977460887007528	11.908857819793381	12.383483943664931	12.4691404971434	12.379008075484023	11.67417116570688	12.704802773948028	12.956011307127104	11.85933305354036	13.875651753331244	12.876916381387291	11.703654331537459	12.982672386937573	11.942003618743367	12.915965879886194	11.43678405759955	12.408906518226255
hsa-let-7f-2	12.035652942026877	13.213289366032058	12.214264322243496	12.69976633743108	13.036059787840369	12.469978112172525	12.428679535430879	12.019621034712046	13.204798518451852	12.425156268923152	13.289469973953446	12.184713352253851	13.250050634484206	12.501777382709715	11.844104605287326	12.300755599712645	13.540725071843557	12.617462569673373	12.263184591575152	12.357022462832143	13.580754001876727	13.329145456365174	12.088242732951217	11.885532401958919	13.375966598596316	12.518528621966741	12.132613672332043	13.842125132121883	12.281389035699544	12.568471198066495	12.88264651224606	12.278165777552937	14.197411840129472	12.462807519072339	14.044416483092922	13.087785154930414	12.166947886415604	12.412036724891223	12.10035916249872	11.89316331792375	13.614724945639729	11.70871780808735	13.136267711789806	12.366988185053268	11.929657919544686	13.083878234033808	13.186912762751415	12.774771058731611	12.90919444984353	13.19900828456529	13.32301551154821	11.48101799364361	12.996293101913755	11.860771350979844	13.983167089591074	12.986816376346514	12.276826880808134	14.081764468202865	11.938248601334548	12.62092008031131	12.112664377001666	13.91503122644613	13.931331477422745	12.96281929326539	12.717924691747273	12.9781559995072	12.311038924910724	13.567812893776885	11.937842834289587	12.633398553897893	13.001131439411276	11.962751254780873	12.40248253858829	12.491025251338247	12.40540714883844	11.685952759361497	12.721872927248452	12.981006981837078	11.864249470146564	13.897082167973267	12.904169749308014	11.725517506699747	13.031318228018788	11.998153301674748	12.942770495386005	11.444691542463145	12.460964807831738
hsa-let-7g	8.508095862499284	9.677970162642694	9.637683163019016	9.81988706482875	9.452335573744026	9.696148054818169	9.04390530448578	8.780159019621154	9.76987897720371	9.485876790092902	8.932279280487679	9.792770298116453	10.090325388086864	8.419294484845611	8.493806941056146	9.672016145533354	9.01003174740265	9.445075427438836	8.84928608972821	8.39868941566113	9.211095088131225	9.99277223828487	8.572446858276066	9.218377995089831	10.322039260401226	9.180496831196482	9.692345655003056	9.875946014434032	8.605968166300427	9.133578865390755	8.296801520680184	9.119128974110378	10.408959178992676	9.180835694099729	10.509498108943985	9.799894550877386	9.054164418153189	8.721957480483084	9.207450548634576	9.21148847394886	9.57256160364201	8.629886796870617	10.255648390575056	9.885800493732834	8.504039765601616	8.863861034158372	9.540851007081674	9.123681882221833	9.885372040085802	8.620782693059803	9.327774963658575	8.842187152488515	10.042825654582902	8.884400818974182	10.084650995271804	9.128522536869674	9.744919979627447	10.634624107428733	8.585445313246789	8.986590091946834	8.228541507725932	9.565442514220111	9.842329942807341	9.08711241739764	9.466729825212536	9.342337676895111	9.618877162728477	9.578909796652601	8.786983851190612	8.286359965994729	9.040553511438564	9.83987104717241	9.12115002289792	9.75766601694718	9.004244577526336	9.824927403324896	9.373736926435607	9.982888346782058	9.338813450509956	10.230216452331373	9.031545544535467	9.213190691243136	9.28727612802499	8.573591012171498	9.521545749749414	8.106683925470207	9.833674984187205
